"","State","Total_App","In_State_App","Total_Enroll","In_State_Enroll","Total_Adm_Rate","In_State_Adm_Rate","School_Name_2021_Standard","year"
"4211","NV",1831,82,81,46,0.0442381212452212,0.560975609756098,"University of Nevada, Las Vegas, School of Dental Medicine",2018
"4212","NV",1675,77,80,44,0.0477611940298507,0.571428571428571,"University of Nevada, Las Vegas, School of Dental Medicine",2019
"3911","NV",1603,87,84,47,0.0524017467248908,0.540229885057471,"University of Nevada, Las Vegas, School of Dental Medicine",2020
"4214","NV",1797,78,82,44,0.0456316082359488,0.564102564102564,"University of Nevada, Las Vegas, School of Dental Medicine",2021
"5","NY",2484,454,75,29,0.0301932367149758,0.0638766519823789,"Columbia University College of Dental Medicine",2009
"17","NY",4965,624,240,69,0.0483383685800604,0.110576923076923,"NYU College of Dentistry",2009
"20","NY",1459,559,40,36,0.0274160383824537,0.0644007155635063,"Stony Brook University School of Dental Medicine",2009
"25","NY",2252,526,89,61,0.0395204262877442,0.115969581749049,"University at Buffalo School of Dental Medicine",2009
"381","NY",2364,412,76,22,0.0321489001692047,0.0533980582524272,"Columbia University College of Dental Medicine",2010
"391","NY",4826,582,232,83,0.0480729382511397,0.142611683848797,"NYU College of Dentistry",2010
"401","NY",1257,496,39,35,0.0310262529832936,0.0705645161290323,"Stony Brook University School of Dental Medicine",2010
"411","NY",2006,492,90,74,0.0448654037886341,0.150406504065041,"University at Buffalo School of Dental Medicine",2010
"402","NY",2257,385,80,22,0.0354452813469207,0.0571428571428571,"Columbia University College of Dental Medicine",2011
"413","NY",4832,531,243,78,0.0502897350993377,0.146892655367232,"NYU College of Dentistry",2011
"422","NY",1837,468,90,65,0.0489929232444202,0.138888888888889,"University at Buffalo School of Dental Medicine",2011
"432","NY",1057,433,41,37,0.0387890255439924,0.0854503464203233,"Stony Brook University School of Dental Medicine",2011
"403","NY",2471,416,78,26,0.0315661675435047,0.0625,"Columbia University College of Dental Medicine",2012
"415","NY",5421,607,244,89,0.0450101457295702,0.14662273476112,"NYU College of Dentistry",2012
"423","NY",1845,502,90,69,0.0487804878048781,0.137450199203187,"University at Buffalo School of Dental Medicine",2012
"433","NY",1100,451,40,37,0.0363636363636364,0.082039911308204,"Stony Brook University School of Dental Medicine",2012
"443","NY",2620,566,100,51,0.0381679389312977,0.0901060070671378,"Lake Erie College of Osteopathic Medicine",2012
"424","NY",954,373,42,23,0.0440251572327044,0.0616621983914209,"Columbia University College of Dental Medicine",2013
"434","NY",904,562,106,129,0.117256637168142,0.229537366548043,"NYU College of Dentistry",2013
"444","NY",392,453,52,38,0.13265306122449,0.0838852097130243,"Stony Brook University School of Dental Medicine",2013
"454","NY",NA,476,36,69,NA,0.144957983193277,"University at Buffalo School of Dental Medicine",2013
"425","NY",2051,382,80,34,0.0390053632374451,0.0890052356020942,"Columbia University College of Dental Medicine",2014
"435","NY",4581,580,382,115,0.0833879065706178,0.198275862068966,"NYU College of Dentistry",2014
"445","NY",1106,452,42,39,0.0379746835443038,0.086283185840708,"Stony Brook University School of Dental Medicine",2014
"455","NY",1760,489,90,72,0.0511363636363636,0.147239263803681,"University at Buffalo School of Dental Medicine",2014
"376","NY",2026,2,80,0,0.0394866732477789,0,"Columbia University College of Dental Medicine",2015
"426","NY",4362,597,386,143,0.088491517652453,0.239530988274707,"NYU College of Dentistry",2015
"436","NY",1153,518,44,42,0.0381613183000867,0.0810810810810811,"Stony Brook University School of Dental Medicine",2015
"446","NY",1717,525,92,76,0.0535818287711124,0.144761904761905,"University at Buffalo School of Dental Medicine",2015
"437","NY",1810,384,80,24,0.0441988950276243,0.0625,"Columbia University College of Dental Medicine",2016
"447","NY",4452,633,371,132,0.0833333333333333,0.208530805687204,"NYU College of Dentistry",2016
"457","NY",1189,508,44,41,0.0370058873002523,0.0807086614173228,"Stony Brook University School of Dental Medicine",2016
"467","NY",2129,302,111,33,0.0521371535932363,0.109271523178808,"Touro College of Dental Medicine at New York Medical College",2016
"477","NY",1812,559,93,81,0.0513245033112583,0.144901610017889,"University at Buffalo School of Dental Medicine",2016
"438","NY",1665,330,80,12,0.048048048048048,0.0363636363636364,"Columbia University College of Dental Medicine",2017
"448","NY",4161,631,377,171,0.0906032203797164,0.270998415213946,"NYU College of Dentistry",2017
"458","NY",1151,482,44,40,0.0382276281494353,0.0829875518672199,"Stony Brook University School of Dental Medicine",2017
"468","NY",2337,528,111,40,0.0474967907573813,0.0757575757575758,"Touro College of Dental Medicine at New York Medical College",2017
"478","NY",1733,544,90,76,0.051933064050779,0.139705882352941,"University at Buffalo School of Dental Medicine",2017
"439","NY",1639,304,84,16,0.0512507626601586,0.0526315789473684,"Columbia University College of Dental Medicine",2018
"449","NY",3357,533,373,140,0.111111111111111,0.26266416510319,"NYU College of Dentistry",2018
"459","NY",1160,432,46,38,0.0396551724137931,0.087962962962963,"Stony Brook University School of Dental Medicine",2018
"469","NY",2387,505,109,50,0.0456640134059489,0.099009900990099,"Touro College of Dental Medicine at New York Medical College",2018
"479","NY",1304,459,93,80,0.071319018404908,0.174291938997821,"University at Buffalo School of Dental Medicine",2018
"4310","NY",1640,290,84,16,0.0512195121951219,0.0551724137931034,"Columbia University College of Dental Medicine",2019
"4410","NY",3277,501,377,143,0.115044247787611,0.285429141716567,"NYU College of Dentistry",2019
"4510","NY",1054,379,46,36,0.0436432637571157,0.0949868073878628,"Stony Brook University School of Dental Medicine",2019
"4610","NY",2509,480,111,38,0.0442407333599043,0.0791666666666667,"Touro College of Dental Medicine at New York Medical College",2019
"4710","NY",1968,488,92,71,0.0467479674796748,0.145491803278689,"University at Buffalo School of Dental Medicine",2019
"4115","NY",1501,259,88,31,0.0586275816122585,0.11969111969112,"Columbia University College of Dental Medicine",2020
"4213","NY",3035,438,367,143,0.120922570016474,0.32648401826484,"NYU College of Dentistry",2020
"4311","NY",946,328,46,32,0.0486257928118393,0.0975609756097561,"Stony Brook University School of Dental Medicine",2020
"4411","NY",2539,432,114,37,0.0448995667585664,0.0856481481481482,"Touro College of Dental Medicine at New York Medical College",2020
"4511","NY",1800,407,95,60,0.0527777777777778,0.147420147420147,"University at Buffalo School of Dental Medicine",2020
"4312","NY",1643,341,84,23,0.0511259890444309,0.0674486803519062,"Columbia University College of Dental Medicine",2021
"4412","NY",3114,520,366,128,0.117533718689788,0.246153846153846,"NYU College of Dentistry",2021
"4512","NY",1046,412,45,41,0.0430210325047801,0.0995145631067961,"Stony Brook University School of Dental Medicine",2021
"4612","NY",2589,549,114,63,0.0440324449594438,0.114754098360656,"Touro College of Dental Medicine at New York Medical College",2021
"4712","NY",2203,524,95,72,0.0431230140717204,0.137404580152672,"University at Buffalo School of Dental Medicine",2021
"4","OH",3068,195,68,16,0.0221642764015645,0.0820512820512821,"Case Western Reserve University School of Dental Medicine",2009
"22","OH",1073,240,101,79,0.0941286113699907,0.329166666666667,"The Ohio State University College of Dentistry",2009
"421","OH",2897,211,72,15,0.0248532965136348,0.0710900473933649,"Case Western Reserve University School of Dental Medicine",2010
"431","OH",1094,251,99,82,0.0904936014625228,0.326693227091633,"The Ohio State University College of Dentistry",2010
"442","OH",2847,208,72,11,0.0252897787144362,0.0528846153846154,"Case Western Reserve University School of Dental Medicine",2011
"452","OH",958,249,104,85,0.108559498956159,0.34136546184739,"The Ohio State University College of Dentistry",2011
"453","OH",3021,201,72,25,0.0238331678252234,0.124378109452736,"Case Western Reserve University School of Dental Medicine",2012
"463","OH",892,237,105,86,0.117713004484305,0.362869198312236,"The Ohio State University College of Dentistry",2012
"464","OH",2439,213,85,20,0.034850348503485,0.0938967136150235,"Case Western Reserve University School of Dental Medicine",2013
"474","OH",797,234,46,95,0.0577164366373902,0.405982905982906,"The Ohio State University College of Dentistry",2013
"465","OH",2725,179,74,24,0.0271559633027523,0.134078212290503,"Case Western Reserve University School of Dental Medicine",2014
"475","OH",991,224,109,89,0.109989909182644,0.397321428571429,"The Ohio State University College of Dentistry",2014
"476","OH",2683,180,74,17,0.0275810659709281,0.0944444444444444,"Case Western Reserve University School of Dental Medicine",2015
"486","OH",992,241,113,91,0.113911290322581,0.377593360995851,"The Ohio State University College of Dentistry",2015
"487","OH",2786,220,76,23,0.0272792534099067,0.104545454545455,"Case Western Reserve University School of Dental Medicine",2016
"497","OH",1039,258,110,97,0.105871029836381,0.375968992248062,"The Ohio State University College of Dentistry",2016
"488","OH",2529,228,75,27,0.029655990510083,0.118421052631579,"Case Western Reserve University School of Dental Medicine",2017
"498","OH",1223,283,110,93,0.0899427636958299,0.328621908127208,"The Ohio State University College of Dentistry",2017
"489","OH",2561,184,75,25,0.0292854353768059,0.135869565217391,"Case Western Reserve University School of Dental Medicine",2018
"499","OH",802,207,120,102,0.149625935162095,0.492753623188406,"The Ohio State University College of Dentistry",2018
"4810","OH",2453,183,76,25,0.0309824704443539,0.136612021857924,"Case Western Reserve University School of Dental Medicine",2019
"4910","OH",790,237,118,99,0.149367088607595,0.417721518987342,"The Ohio State University College of Dentistry",2019
"4811","OH",2315,166,75,18,0.0323974082073434,0.108433734939759,"Case Western Reserve University School of Dental Medicine",2020
"4911","OH",812,244,120,101,0.147783251231527,0.413934426229508,"The Ohio State University College of Dentistry",2020
"4812","OH",2482,199,77,21,0.0310233682514102,0.105527638190955,"Case Western Reserve University School of Dental Medicine",2021
"4912","OH",956,269,120,104,0.125523012552301,0.386617100371747,"The Ohio State University College of Dentistry",2021
"45","OK",610,152,59,41,0.0967213114754098,0.269736842105263,"University of Oklahoma College of Dentistry",2009
"441","OK",762,162,60,40,0.078740157480315,0.246913580246914,"University of Oklahoma College of Dentistry",2010
"462","OK",713,148,58,41,0.0813464235624123,0.277027027027027,"University of Oklahoma College of Dentistry",2011
"473","OK",694,148,55,45,0.0792507204610951,0.304054054054054,"University of Oklahoma College of Dentistry",2012
"484","OK",1969,138,90,42,0.0457084814626714,0.304347826086957,"University of Oklahoma College of Dentistry",2013
"485","OK",696,126,56,45,0.0804597701149425,0.357142857142857,"University of Oklahoma College of Dentistry",2014
"496","OK",655,106,56,42,0.0854961832061069,0.39622641509434,"University of Oklahoma College of Dentistry",2015
"507","OK",717,110,55,39,0.0767085076708508,0.354545454545455,"University of Oklahoma College of Dentistry",2016
"508","OK",781,127,54,45,0.0691421254801537,0.354330708661417,"University of Oklahoma College of Dentistry",2017
"509","OK",743,119,53,44,0.0713324360699865,0.369747899159664,"University of Oklahoma College of Dentistry",2018
"5010","OK",777,116,53,46,0.0682110682110682,0.396551724137931,"University of Oklahoma College of Dentistry",2019
"5011","OK",746,115,52,42,0.0697050938337802,0.365217391304348,"University of Oklahoma College of Dentistry",2020
"5012","OK",738,107,52,43,0.0704607046070461,0.401869158878505,"University of Oklahoma College of Dentistry",2021
"46","OR",1133,132,74,47,0.0653133274492498,0.356060606060606,"Oregon Health & Science University School of Dentistry",2009
"451","OR",1069,127,75,49,0.0701590271281572,0.385826771653543,"Oregon Health & Science University School of Dentistry",2010
"472","OR",1148,136,75,41,0.0653310104529617,0.301470588235294,"Oregon Health & Science University School of Dentistry",2011
"483","OR",1192,115,75,38,0.0629194630872483,0.330434782608696,"Oregon Health & Science University School of Dentistry",2012
"494","OR",1865,131,79,49,0.0423592493297587,0.374045801526718,"Oregon Health & Science University School of Dentistry",2013
"504","OR",390,54,40,1,0.102564102564103,0.0185185185185185,"Western University of Health Sciences College of Dental Medicine",2013
"495","OR",1329,121,76,53,0.0571858540255831,0.43801652892562,"Oregon Health & Science University School of Dentistry",2014
"505","OR",2670,60,69,1,0.0258426966292135,0.0166666666666667,"Western University of Health Sciences College of Dental Medicine",2014
"506","OR",1245,116,75,46,0.0602409638554217,0.396551724137931,"Oregon Health & Science University School of Dentistry",2015
"5111","OR",1297,102,76,40,0.0585967617579029,0.392156862745098,"Oregon Health & Science University School of Dentistry",2016
"5112","OR",1243,110,74,44,0.0595333869670153,0.4,"Oregon Health & Science University School of Dentistry",2017
"5113","OR",1108,103,72,43,0.0649819494584837,0.41747572815534,"Oregon Health & Science University School of Dentistry",2018
"5114","OR",1000,116,75,46,0.075,0.396551724137931,"Oregon Health & Science University School of Dentistry",2019
"5115","OR",938,91,74,38,0.0788912579957356,0.417582417582418,"Oregon Health & Science University School of Dentistry",2020
"5116","OR",892,104,72,43,0.0807174887892377,0.413461538461538,"Oregon Health & Science University School of Dentistry",2021
"21","PA",4392,297,126,42,0.0286885245901639,0.141414141414141,"The Maurice H. Kornberg School of Dentistry, Temple University",2009
"47","PA",2200,155,116,21,0.0527272727272727,0.135483870967742,"University of Pennsylvania School of Dental Medicine",2009
"48","PA",2476,259,76,34,0.0306946688206785,0.131274131274131,"University of Pittsburgh School of Dental Medicine",2009
"461","PA",4240,310,126,71,0.0297169811320755,0.229032258064516,"The Maurice H. Kornberg School of Dentistry, Temple University",2010
"471","PA",2112,150,117,15,0.0553977272727273,0.1,"University of Pennsylvania School of Dental Medicine",2010
"481","PA",2122,255,78,23,0.0367577756833176,0.0901960784313725,"University of Pittsburgh School of Dental Medicine",2010
"482","PA",4127,322,127,63,0.030772958565544,0.195652173913043,"The Maurice H. Kornberg School of Dentistry, Temple University",2011
"492","PA",2207,152,122,16,0.0552786588128681,0.105263157894737,"University of Pennsylvania School of Dental Medicine",2011
"502","PA",2145,250,78,40,0.0363636363636364,0.16,"University of Pittsburgh School of Dental Medicine",2011
"493","PA",4188,336,126,57,0.0300859598853868,0.169642857142857,"The Maurice H. Kornberg School of Dentistry, Temple University",2012
"503","PA",2523,167,119,16,0.0471660721363456,0.0958083832335329,"University of Pennsylvania School of Dental Medicine",2012
"515","PA",2281,252,74,26,0.0324419114423498,0.103174603174603,"University of Pittsburgh School of Dental Medicine",2012
"517","PA",1420,133,95,6,0.0669014084507042,0.0451127819548872,"Lake Erie College of Osteopathic Medicine School of Dental Medicine",2013
"524","PA",4954,310,366,61,0.0738796931772305,0.196774193548387,"The Maurice H. Kornberg School of Dentistry, Temple University",2013
"534","PA",2085,155,79,18,0.0378896882494005,0.116129032258065,"University of Pennsylvania School of Dental Medicine",2013
"544","PA",2264,238,80,40,0.0353356890459364,0.168067226890756,"University of Pittsburgh School of Dental Medicine",2013
"519","PA",3143,137,100,8,0.0318167356029271,0.0583941605839416,"Lake Erie College of Osteopathic Medicine School of Dental Medicine",2014
"525","PA",3378,280,139,61,0.0411486086441681,0.217857142857143,"The Maurice H. Kornberg School of Dentistry, Temple University",2014
"535","PA",2230,145,118,16,0.052914798206278,0.110344827586207,"University of Pennsylvania School of Dental Medicine",2014
"545","PA",1889,210,80,40,0.042350449973531,0.19047619047619,"University of Pittsburgh School of Dental Medicine",2014
"5110","PA",3008,268,137,69,0.0455452127659574,0.257462686567164,"The Maurice H. Kornberg School of Dentistry, Temple University",2015
"526","PA",2313,157,120,20,0.0518806744487678,0.127388535031847,"University of Pennsylvania School of Dental Medicine",2015
"536","PA",1818,216,79,32,0.0434543454345435,0.148148148148148,"University of Pittsburgh School of Dental Medicine",2015
"528","PA",3185,307,137,74,0.0430141287284144,0.241042345276873,"The Maurice H. Kornberg School of Dentistry, Temple University",2016
"537","PA",2317,162,124,15,0.0535174794993526,0.0925925925925926,"University of Pennsylvania School of Dental Medicine",2016
"547","PA",2000,233,80,38,0.04,0.163090128755365,"University of Pittsburgh School of Dental Medicine",2016
"5210","PA",2986,327,139,71,0.0465505693235097,0.217125382262997,"The Maurice H. Kornberg School of Dentistry, Temple University",2017
"538","PA",2191,153,134,19,0.0611592879963487,0.124183006535948,"University of Pennsylvania School of Dental Medicine",2017
"548","PA",1865,247,80,37,0.0428954423592493,0.149797570850202,"University of Pittsburgh School of Dental Medicine",2017
"5211","PA",3122,298,138,56,0.0442024343369635,0.187919463087248,"The Maurice H. Kornberg School of Dentistry, Temple University",2018
"539","PA",2167,147,133,20,0.0613751730503,0.136054421768707,"University of Pennsylvania School of Dental Medicine",2018
"549","PA",1484,211,77,43,0.0518867924528302,0.203791469194313,"University of Pittsburgh School of Dental Medicine",2018
"5212","PA",2999,292,138,66,0.0460153384461487,0.226027397260274,"The Maurice H. Kornberg School of Dentistry, Temple University",2019
"5310","PA",2056,152,135,17,0.0656614785992218,0.111842105263158,"University of Pennsylvania School of Dental Medicine",2019
"5410","PA",1710,207,80,42,0.0467836257309941,0.202898550724638,"University of Pittsburgh School of Dental Medicine",2019
"5213","PA",2755,244,141,61,0.0511796733212341,0.25,"The Maurice H. Kornberg School of Dentistry, Temple University",2020
"5311","PA",1981,122,136,17,0.0686521958606764,0.139344262295082,"University of Pennsylvania School of Dental Medicine",2020
"5411","PA",1521,188,80,31,0.0525969756738988,0.164893617021277,"University of Pittsburgh School of Dental Medicine",2020
"5214","PA",2870,244,139,52,0.0484320557491289,0.213114754098361,"The Maurice H. Kornberg School of Dentistry, Temple University",2021
"5312","PA",2159,135,150,27,0.0694766095414544,0.2,"University of Pennsylvania School of Dental Medicine",2021
"5412","PA",1583,196,80,43,0.0505369551484523,0.219387755102041,"University of Pittsburgh School of Dental Medicine",2021
"49","PR",396,85,39,36,0.0984848484848485,0.423529411764706,"University of Puerto Rico School of Dental Medicine",2009
"491","PR",437,118,45,42,0.102974828375286,0.355932203389831,"University of Puerto Rico School of Dental Medicine",2010
"513","PR",358,108,40,36,0.111731843575419,0.333333333333333,"University of Puerto Rico School of Dental Medicine",2011
"523","PR",401,106,42,39,0.104738154613466,0.367924528301887,"University of Puerto Rico School of Dental Medicine",2012
"554","PR",1129,78,41,35,0.0363153232949513,0.448717948717949,"University of Puerto Rico School of Dental Medicine",2013
"555","PR",390,70,41,35,0.105128205128205,0.5,"University of Puerto Rico School of Dental Medicine",2014
"546","PR",398,95,39,38,0.0979899497487437,0.4,"University of Puerto Rico School of Dental Medicine",2015
"557","PR",377,80,41,40,0.108753315649867,0.5,"University of Puerto Rico School of Dental Medicine",2016
"558","PR",362,55,39,37,0.107734806629834,0.672727272727273,"University of Puerto Rico School of Dental Medicine",2017
"559","PR",398,60,41,39,0.103015075376884,0.65,"University of Puerto Rico School of Dental Medicine",2018
"5510","PR",314,72,40,35,0.127388535031847,0.486111111111111,"University of Puerto Rico School of Dental Medicine",2019
"5511","PR",321,84,40,38,0.124610591900312,0.452380952380952,"University of Puerto Rico School of Dental Medicine",2020
"5512","PR",344,76,43,40,0.125,0.526315789473684,"University of Puerto Rico School of Dental Medicine",2021
"14","SC",776,160,58,47,0.0747422680412371,0.29375,"Medical University of South Carolina James B. Edwards College of Dental Medicine",2009
"501","SC",759,172,70,53,0.0922266139657444,0.308139534883721,"Medical University of South Carolina James B. Edwards College of Dental Medicine",2010
"522","SC",788,167,70,55,0.0888324873096447,0.329341317365269,"Medical University of South Carolina James B. Edwards College of Dental Medicine",2011
"533","SC",972,172,72,53,0.0740740740740741,0.308139534883721,"Medical University of South Carolina James B. Edwards College of Dental Medicine",2012
"564","SC",1783,158,90,54,0.0504767246214246,0.341772151898734,"Medical University of South Carolina James B. Edwards College of Dental Medicine",2013
"565","SC",1017,146,74,48,0.0727630285152409,0.328767123287671,"Medical University of South Carolina James B. Edwards College of Dental Medicine",2014
"556","SC",1104,139,74,48,0.0670289855072464,0.345323741007194,"Medical University of South Carolina James B. Edwards College of Dental Medicine",2015
"567","SC",1252,149,75,56,0.0599041533546326,0.375838926174497,"Medical University of South Carolina James B. Edwards College of Dental Medicine",2016
"568","SC",1331,132,75,52,0.0563486100676183,0.393939393939394,"Medical University of South Carolina James B. Edwards College of Dental Medicine",2017
"569","SC",1366,135,76,59,0.0556368960468521,0.437037037037037,"Medical University of South Carolina James B. Edwards College of Dental Medicine",2018
"5610","SC",1319,117,77,57,0.0583775587566338,0.487179487179487,"Medical University of South Carolina James B. Edwards College of Dental Medicine",2019
"5611","SC",1212,127,78,55,0.0643564356435644,0.433070866141732,"Medical University of South Carolina James B. Edwards College of Dental Medicine",2020
"5612","SC",1342,151,78,57,0.0581222056631893,0.377483443708609,"Medical University of South Carolina James B. Edwards College of Dental Medicine",2021
"15","TN",2023,86,50,4,0.0247157686604053,0.0465116279069767,"Meharry Medical College School of Dentistry",2009
"51","TN",549,162,80,51,0.145719489981785,0.314814814814815,"University of Tennessee Health Science Center College of Dentistry",2009
"511","TN",1884,97,49,9,0.0260084925690021,0.0927835051546392,"Meharry Medical College School of Dentistry",2010
"521","TN",575,176,80,49,0.139130434782609,0.278409090909091,"University of Tennessee Health Science Center College of Dentistry",2010
"532","TN",1843,100,55,11,0.0298426478567553,0.11,"Meharry Medical College School of Dentistry",2011
"542","TN",478,171,81,44,0.169456066945607,0.257309941520468,"University of Tennessee Health Science Center College of Dentistry",2011
"543","TN",1975,101,60,6,0.030379746835443,0.0594059405940594,"Meharry Medical College School of Dentistry",2012
"553","TN",1230,168,89,47,0.0723577235772358,0.279761904761905,"University of Tennessee Health Science Center College of Dentistry",2012
"574","TN",2794,103,75,11,0.0268432355046528,0.106796116504854,"Meharry Medical College School of Dentistry",2013
"584","TN",1411,181,86,45,0.0609496810772502,0.248618784530387,"University of Tennessee Health Science Center College of Dentistry",2013
"575","TN",1808,99,57,20,0.0315265486725664,0.202020202020202,"Meharry Medical College School of Dentistry",2014
"585","TN",1201,164,89,47,0.074104912572856,0.286585365853659,"University of Tennessee Health Science Center College of Dentistry",2014
"566","TN",2069,108,59,14,0.0285161913968101,0.12962962962963,"Meharry Medical College School of Dentistry",2015
"576","TN",1311,167,94,46,0.0717009916094584,0.275449101796407,"University of Tennessee Health Science Center College of Dentistry",2015
"577","TN",2251,122,60,16,0.0266548200799645,0.131147540983607,"Meharry Medical College School of Dentistry",2016
"587","TN",1494,187,97,46,0.0649263721552878,0.245989304812834,"University of Tennessee Health Science Center College of Dentistry",2016
"578","TN",2337,121,61,18,0.0261018399657681,0.148760330578512,"Meharry Medical College School of Dentistry",2017
"588","TN",1672,174,98,50,0.0586124401913876,0.28735632183908,"University of Tennessee Health Science Center College of Dentistry",2017
"579","TN",2450,118,59,13,0.0240816326530612,0.110169491525424,"Meharry Medical College School of Dentistry",2018
"589","TN",1673,151,93,55,0.0555887627017334,0.364238410596026,"University of Tennessee Health Science Center College of Dentistry",2018
"5710","TN",2312,110,62,9,0.0268166089965398,0.0818181818181818,"Meharry Medical College School of Dentistry",2019
"5810","TN",1387,154,97,64,0.0699351117519827,0.415584415584416,"University of Tennessee Health Science Center College of Dentistry",2019
"5711","TN",2137,110,62,9,0.029012634534394,0.0818181818181818,"Meharry Medical College School of Dentistry",2020
"5811","TN",1201,162,98,61,0.0815986677768526,0.376543209876543,"University of Tennessee Health Science Center College of Dentistry",2020
"5712","TN",2202,130,61,12,0.0277020890099909,0.0923076923076923,"Meharry Medical College School of Dentistry",2021
"5812","TN",1557,202,105,71,0.0674373795761079,0.351485148514851,"University of Tennessee Health Science Center College of Dentistry",2021
"2","TX",698,112,95,90,0.136103151862464,0.803571428571429,"Texas A&M College of Dentistry",2009
"52","TX",1135,710,86,85,0.0757709251101322,0.119718309859155,"University of Texas School of Dentistry at Houston",2009
"53","TX",609,112,93,90,0.152709359605911,0.803571428571429,"UT Health San Antonio School of Dentistry",2009
"531","TX",1385,721,99,91,0.0714801444043321,0.12621359223301,"Texas A&M College of Dentistry",2010
"541","TX",1585,733,82,74,0.0517350157728707,0.100954979536153,"University of Texas School of Dentistry at Houston",2010
"551","TX",1289,766,94,89,0.0729247478665632,0.116187989556136,"UT Health San Antonio School of Dentistry",2010
"552","TX",1530,819,104,95,0.0679738562091503,0.115995115995116,"Texas A&M College of Dentistry",2011
"562","TX",1249,817,83,80,0.066453162530024,0.0979192166462668,"University of Texas School of Dentistry at Houston",2011
"572","TX",1355,829,96,88,0.0708487084870849,0.106151990349819,"UT Health San Antonio School of Dentistry",2011
"563","TX",756,129,104,97,0.137566137566138,0.751937984496124,"Texas A&M College of Dentistry",2012
"573","TX",654,208,99,99,0.151376146788991,0.475961538461538,"University of Texas School of Dentistry at Houston",2012
"583","TX",573,113,100,94,0.174520069808028,0.831858407079646,"UT Health San Antonio School of Dentistry",2012
"593","TX",941,893,110,74,0.116896918172157,0.0828667413213886,"Texas A&M College of Dentistry",2013
"602","TX",1235,896,75,86,0.0607287449392713,0.0959821428571429,"UT Health San Antonio School of Dentistry",2013
"613","TX",724,893,55,94,0.0759668508287293,0.105263157894737,"University of Texas School of Dentistry at Houston",2013
"594","TX",1605,899,104,90,0.064797507788162,0.100111234705228,"Texas A&M College of Dentistry",2014
"603","TX",1449,902,102,98,0.0703933747412008,0.108647450110865,"UT Health San Antonio School of Dentistry",2014
"614","TX",1442,901,97,97,0.0672676837725381,0.107658157602664,"University of Texas School of Dentistry at Houston",2014
"586","TX",1538,824,106,90,0.0689206762028609,0.109223300970874,"Texas A&M College of Dentistry",2015
"595","TX",1355,811,99,95,0.0730627306273063,0.117139334155364,"UT Health San Antonio School of Dentistry",2015
"604","TX",1364,810,101,97,0.0740469208211144,0.119753086419753,"University of Texas School of Dentistry at Houston",2015
"596","TX",1564,798,105,97,0.0671355498721228,0.121553884711779,"Texas A&M College of Dentistry",2016
"605","TX",1347,818,98,95,0.0727542687453601,0.116136919315403,"UT Health San Antonio School of Dentistry",2016
"616","TX",1422,808,103,99,0.0724331926863572,0.122524752475248,"University of Texas School of Dentistry at Houston",2016
"597","TX",1585,875,102,96,0.0643533123028391,0.109714285714286,"Texas A&M College of Dentistry",2017
"606","TX",1412,866,100,95,0.0708215297450425,0.109699769053118,"UT Health San Antonio School of Dentistry",2017
"618","TX",1444,854,103,97,0.0713296398891967,0.113583138173302,"University of Texas School of Dentistry at Houston",2017
"598","TX",1585,875,106,97,0.0668769716088328,0.110857142857143,"Texas A&M College of Dentistry",2018
"607","TX",1390,868,99,95,0.0712230215827338,0.109447004608295,"UT Health San Antonio School of Dentistry",2018
"6110","TX",1212,861,103,99,0.084983498349835,0.114982578397213,"University of Texas School of Dentistry at Houston",2018
"599","TX",1559,885,105,99,0.0673508659397049,0.111864406779661,"Texas A&M College of Dentistry",2019
"608","TX",1420,875,100,97,0.0704225352112676,0.110857142857143,"UT Health San Antonio School of Dentistry",2019
"6111","TX",1465,879,105,98,0.0716723549488055,0.111490329920364,"University of Texas School of Dentistry at Houston",2019
"5910","TX",1426,840,103,94,0.0722300140252454,0.111904761904762,"Texas A&M College of Dentistry",2020
"609","TX",1436,849,100,97,0.0696378830083565,0.114252061248528,"UT Health San Antonio School of Dentistry",2020
"6112","TX",1438,844,104,96,0.0723226703755216,0.113744075829384,"University of Texas School of Dentistry at Houston",2020
"5911","TX",1630,923,106,98,0.0650306748466258,0.106175514626219,"Texas A&M College of Dentistry",2021
"6010","TX",964,873,40,38,0.04149377593361,0.0435280641466208,"Texas Tech University Health Sciences Center El Paso Woody L. Hunt School of Dental Medicine",2021
"6113","TX",1599,933,100,94,0.0625390869293308,0.10075026795284,"UT Health San Antonio School of Dentistry",2021
"6211","TX",1617,931,106,102,0.0655534941249227,0.109559613319012,"University of Texas School of Dentistry at Houston",2021
"582","UT",1101,29,64,3,0.0581289736603088,0.103448275862069,"Roseman University of Health Sciences College of Dental Medicine – South Jordan, Utah",2011
"592","UT",1429,143,78,29,0.0545836249125262,0.202797202797203,"Roseman University of Health Sciences College of Dental Medicine – South Jordan, Utah",2012
"622","UT",1061,173,64,20,0.060320452403393,0.115606936416185,"University of Utah School of Dentistry",2013
"623","UT",690,145,23,19,0.0333333333333333,0.131034482758621,"University of Utah School of Dentistry",2014
"615","UT",1790,140,82,18,0.0458100558659218,0.128571428571429,"Roseman University of Health Sciences College of Dental Medicine – South Jordan, Utah",2015
"624","UT",530,130,27,18,0.0509433962264151,0.138461538461538,"University of Utah School of Dentistry",2015
"625","UT",2096,169,84,26,0.0400763358778626,0.153846153846154,"Roseman University of Health Sciences College of Dental Medicine – South Jordan, Utah",2016
